index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
cfa8261d7938c501b2c4291f104a1b2f,2025-10-31T04:30:00Z,'Sturmflut Tote',www.nzz.ch,de,0.1,"PODCAST «NZZ QUANTENSPRUNG» - Der stärkste Hurrikan des Jahres zeigt, wie gut KI Stürme vorhersagen kann. Doch Warnungen retten nur Leben, wenn Menschen auf sie hören","Künstliche Intelligenz versteht nicht, dass Regen immer aus den Wolken auf den Boden fällt. Den Wirbelsturm «Melissa» sagte sie aber erstaunlich genau voraus.",https://www.nzz.ch/podcast/der-staerkste-hurrikan-des-jahres-zeigt-wie-gut-ki-stuerme-vorhersagen-kann-doch-warnungen-retten-nur-leben-wenn-menschen-auf-sie-hoeren-ld.1908887,"https://img.nzz.ch/2025/10/30/d35e9d9d-6aa4-4c03-99a7-f6dde18a102c.jpg?width=1111&height=625&fit=bounds&quality=75&auto=webp&crop=1111,625,x278,y0&wmark=nzz",,"Podcast «NZZ Quantensprung»
Künstliche Intelligenz versteht nicht, dass Regen immer aus den Wolken auf den Boden fällt. Den Wirbelsturm «Melissa» sagte sie aber erstaunlich genau voraus.
Wie die We… [+4210 chars]",,"PODCAST «NZZ QUANTENSPRUNG» - Der stärkste Hurrikan des Jahres zeigt, wie gut KI Stürme vorhersagen kann. Doch Warnungen retten nur Leben, wenn Menschen auf sie hören. Künstliche Intelligenz versteht nicht, dass Regen immer aus den Wolken auf den Boden fällt. Den Wirbelsturm «Melissa» sagte sie aber erstaunlich genau voraus.",PODCAST “NZZ QUANTENSPRUNG” - The strongest hurricane of the year shows how well AI can predict storms. But warnings only save lives if people listen to them. Artificial intelligence does not understand that rain always falls from the clouds to the ground. But she predicted hurricane “Melissa” with astonishing accuracy.,"PODCAST ""NZZ QUANTENSPRUNG"" - Fortissima tempestas anni ostendit quam bene AI tempestates praedicere potest. Sed admonitiones tantum salvant, si homines audiunt. Intelligentia artificialis non intelligit pluviam semper de nubibus cadere in terram. Sed turbinem ""Melissa"" mira subtilitate praedixit.",2025-10-23 18:43:44+00:00
7f3d93c15bb31fb94276adb40af94d4a,2025-10-28T04:44:44Z,'Sturmflut Starkregen',www.nzz.ch,de,0.2,«Möglicherweise beispiellose Folgen»: Der Hurrikan «Melissa» trifft auf Jamaica,"«Melissa» tobt als Wirbelsturm der höchsten Kategorie über das Meer. Dass er auf Jamaica treffen wird, sagten KI-Rechenmodelle früh voraus.",https://www.nzz.ch/wissenschaft/das-rote-kreuz-warnt-vor-moeglicherweise-beispiellosen-folgen-der-hurrikan-melissa-trifft-auf-jamaica-ld.1908889,"https://img.nzz.ch/2025/10/27/0e1dc60e-c04e-47f3-a87e-2c0eeec3fc7f.jpg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=1748,983,x0,y91&wmark=nzz",,"«Melissa» tobt als Wirbelsturm der höchsten Kategorie über das Meer. Dass er auf Jamaica treffen wird, sagten KI-Rechenmodelle früh voraus.
28.10.2025, 05.44 UhrAktualisiert
Schon am Sonntag nagelt… [+5019 chars]",,"«Möglicherweise beispiellose Folgen»: Der Hurrikan «Melissa» trifft auf Jamaica. «Melissa» tobt als Wirbelsturm der höchsten Kategorie über das Meer. Dass er auf Jamaica treffen wird, sagten KI-Rechenmodelle früh voraus.",“Possibly unprecedented consequences”: Hurricane “Melissa” hits Jamaica. “Melissa” rages across the sea as a hurricane of the highest category. AI calculation models predicted early on that he would meet Jamaica.,"""Fortasse inusitatae"": Procellae ""Melissa"" Iamaicam ferit. ""Melissa"" trans mare saevit ut turbo supremi praedicamenti. AI exemplaria calculi praenuntiata mane in se Jamaica occurreret.",2025-10-23 18:43:44+00:00
6057b734e53fcd9eda53b8e2f5f09686,2025-10-28T10:15:00Z,'Sturmflut Rettungskräfte',www.telepolis.de,de,0.2,Hurrikan Melissa: So bereiten sich Kuba und Jamaika auf den stärksten Sturm des Jahres vor,Der Kategorie-5-Hurrikan soll am Dienstag auf Jamaika treffen. In Kuba werden knapp 650.000 Menschen evakuiert. Bereits jetzt gibt es erste Todesopfer.,https://www.telepolis.de/features/Hurrikan-Melissa-So-bereiten-sich-Kuba-und-Jamaika-auf-den-staerksten-Sturm-des-Jahres-vor-10961286.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/9/6/5/6/1/6/shutterstock_2477885533-2c50ef08e38e86b6.jpeg,,"Symbolbild: Hurrikan Melissa ist der schwerste Sturm der aktuellen Hurrikansaison
(Bild: Triff/Shutterstock.com)
Der Kategorie-5-Hurrikan soll am Dienstag auf Jamaika treffen. In Kuba werden knapp … [+5578 chars]",,Hurrikan Melissa: So bereiten sich Kuba und Jamaika auf den stärksten Sturm des Jahres vor. Der Kategorie-5-Hurrikan soll am Dienstag auf Jamaika treffen. In Kuba werden knapp 650.000 Menschen evakuiert. Bereits jetzt gibt es erste Todesopfer.,"Hurricane Melissa: This is how Cuba and Jamaica are preparing for the strongest storm of the year. The Category 5 hurricane is expected to hit Jamaica on Tuesday. Almost 650,000 people are being evacuated in Cuba. There are already the first fatalities.",Procellae Melissae: Sic Cuba et Iamaica fortissimam anni tempestatem parant. Procellae Categoriae 5 exspectatur die Martis iamaicam ferire. Fere 650.000 hominum in Cuba emittuntur. Primae jam sunt caedes.,2025-10-23 18:43:44+00:00
153def880bdb7b5107c3de4b10bb9c32,2025-10-29T01:10:41Z,'Sturmflut Tote',www.tagesschau.de,de,0.2,"Nach Hurrikan ""Melissa"": Jamaika zum Katastrophengebiet erklärt","Als ein Hurrikan historischen Ausmaßes traf ""Melissa"" in Jamaika auf Land. Noch ist unklar wie massiv die Schäden ausfallen. Die Regierung hat die Insel zum Katastrophengebiet erklärt. Die UN planen Hilfstransporte.",https://www.tagesschau.de/ausland/amerika/jamaika-kuba-bahamas-hurrikan-100.html,https://images.tagesschau.de/image/907aebe0-f746-41df-85ee-7c44347c98fc/AAABmi2BsBI/AAABmgWmh8Q/16x9-big/jamaika-hurrikan-102.jpg?width=1280,,"Stand: 29.10.2025 02:10 Uhr
Als ein Hurrikan historischen Ausmaßes traf ""Melissa"" in Jamaika auf Land. Noch ist unklar wie massiv die Schäden ausfallen. Die Regierung hat die Insel zum Katastropheng… [+5066 chars]",,"Nach Hurrikan ""Melissa"": Jamaika zum Katastrophengebiet erklärt. Als ein Hurrikan historischen Ausmaßes traf ""Melissa"" in Jamaika auf Land. Noch ist unklar wie massiv die Schäden ausfallen. Die Regierung hat die Insel zum Katastrophengebiet erklärt. Die UN planen Hilfstransporte.","After Hurricane Melissa: Jamaica declared a disaster area. A hurricane of historic proportions, “Melissa” made landfall in Jamaica. It is still unclear how massive the damage will be. The government has declared the island a disaster area. The UN is planning aid transports.","Post Procellae Melissa: Jamaica calamitatem regio declaravit. Turbo historicarum proportionum ""Melissa"" lapsus in Jamaica factus est. Incertum est quam ingens damnum erit. Imperium insula calamitate regio declaravit. IR naves onerarias subsidia agitat.",2025-10-23 18:43:44+00:00
14a263a710b29541d52947d315380853,2025-10-29T09:30:00Z,'Sturmflut Tote',www.telepolis.de,de,0.2,Hurrikan Melissa verwüstet Jamaika und erreicht Kuba,Wirbelsturm der Kategorie 5 hinterlässt auf Jamaika schwere Schäden. Abschwächung vor Landfall in Kuba. Mindestens sieben Todesopfer in der Karibik.,https://www.telepolis.de/features/Hurrikan-Melissa-verwuestet-Jamaika-und-erreicht-Kuba-10962753.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/9/6/6/3/6/2/shutterstock_2528655643-03b44001dda4125a.jpeg,,"Noch sind die Schäden nicht vollständig abschätzbar, die Melissa in der Karibik angerichtet hat (Symbolbild)
(Bild: Felix Mizioznikov/Shutterstock.com)
Wirbelsturm der Kategorie 5 hinterlässt auf J… [+4300 chars]",,Hurrikan Melissa verwüstet Jamaika und erreicht Kuba. Wirbelsturm der Kategorie 5 hinterlässt auf Jamaika schwere Schäden. Abschwächung vor Landfall in Kuba. Mindestens sieben Todesopfer in der Karibik.,Hurricane Melissa devastates Jamaica and reaches Cuba. Category 5 cyclone causes severe damage in Jamaica. Weakening before landfall in Cuba. At least seven deaths in the Caribbean.,Procellae Melissae vastat Jamaicam et Cubam attingit. Genus cyclonis 5 grave damnum in Jamaica creat. Debilitare ante traham in Cuba. Saltem septem mortes in Caribbean.,2025-10-23 18:43:44+00:00
05c82cb3a1b3be77d794814af0caccf6,2025-10-30T01:15:57Z,'Sturmflut Tote',www.tagesspiegel.de,de,0.2,Gefährlicher Wirbelsturm: Hurrikan „Melissa“ wütet in der Karibik – mehr als 30 Tote,"In mehreren Karibikstaaten kommen Menschen ums Leben. Häuser, Brücken und Bananenplantagen sind zerstört. Nun zieht der Sturm über die Bahamas. US-Präsident Trump kündigt Hilfen für die Region an.",https://www.tagesspiegel.de/gesellschaft/panorama/gefahrlicher-wirbelsturm-hurrikan-melissa-wutet-in-der-karibik--mehr-als-30-tote-14699225.html,https://www.tagesspiegel.de/images/14699291/alternates/BASE_16_9_W1400/1761793037000/hurrikan-melissa-jamaika.jpeg,,"Hurrikan Melissa, der in den Karibikstaaten Jamaika, Kuba und Haiti verheerende Schäden angerichtet hat, zieht nun im Atlantik über die Inselkette der Bahamas hinweg. In der Karibik sind infolge des … [+5084 chars]",,"Gefährlicher Wirbelsturm: Hurrikan „Melissa“ wütet in der Karibik – mehr als 30 Tote. In mehreren Karibikstaaten kommen Menschen ums Leben. Häuser, Brücken und Bananenplantagen sind zerstört. Nun zieht der Sturm über die Bahamas. US-Präsident Trump kündigt Hilfen für die Region an.","Dangerous cyclone: ​​Hurricane “Melissa” rages in the Caribbean – more than 30 dead. People are killed in several Caribbean countries. Houses, bridges and banana plantations are destroyed. The storm is now moving over the Bahamas. US President Trump announces aid for the region.","Periculo cyclone: ​​Procellae ""Melissa"" in Caribbean saevit - plus quam XXX mortuus est. Homines in compluribus regionibus Caribbean occiduntur. Domos, pontes et plantationes Musa destructa sunt. Tempestas nunc per Bahamas movetur. Praeses Trump auxilium regionis denuntiat.",2025-10-23 18:43:44+00:00
1f15508ec926e6f8af50f0f067c2d256,2025-10-24T12:06:29Z,'Sturmflut Wellen',www.zeit.de,de,0.4,"Unwetter: Sturm ""Joshua"" erreicht mit orkanartigen Böen seinen Höhepunkt","Der Sturm ""Joshua"" richtet in Deutschland seit Donnerstag Verwüstung an. An der Nordseeküste werden am Nachmittag die stärksten Böen erwartet.",https://www.zeit.de/gesellschaft/zeitgeschehen/2025-10/unwetter-sturm-joshua-hoehepunkt-gxe,https://img.zeit.de/gesellschaft/zeitgeschehen/2025-10/wetter-deutschland-sturm-joshua-bild-2/wide__1300x731,,"Der Sturm ""Joshua"" hat in der Nacht und am Morgen für zahlreiche 
Einsätze von Polizei und Feuerwehr gesorgt. Das stürmische Wetter sorgte vor allem an der 
Nordseeküste für orkanartige Böen. Dort … [+4143 chars]",,"Unwetter: Sturm ""Joshua"" erreicht mit orkanartigen Böen seinen Höhepunkt. Der Sturm ""Joshua"" richtet in Deutschland seit Donnerstag Verwüstung an. An der Nordseeküste werden am Nachmittag die stärksten Böen erwartet.",Storm: Storm “Joshua” reaches its peak with hurricane-like gusts. Storm “Joshua” has been wreaking havoc in Germany since Thursday. The strongest gusts are expected on the North Sea coast in the afternoon.,"Tempestas: Tempestas ""Josua"" apicem suum attingit turbinis instar procellis. Tempestas ""Joshua"" in Germania post Iovis diem saeviebat. Validissimae procellae in oram maris septentrionalis post meridiem expectantur.",2025-10-23 18:43:44+00:00
84a708074f88eb655c909eab98e2220a,2025-10-01T03:00:13Z,'Sturmflut Sand',www.stern.de,de,0.6,Steigender Meeresspiegel: Sand und Deiche sichern Häuser auf Sylt vor Sturmflut-Folgen,Küstenschutzmaßnahmen bewahren auf Sylt Häuser und Menschen vor Sturmfluten und deren Folgen. Besonders bei steigendem Meeresspiegel hängt die Zukunft der Insel am Küstenschutz.,https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/steigender-meeresspiegel--sand-und-deiche-sichern-haeuser-auf-sylt-vor-sturmflut-folgen-36095772.html,https://image.stern.de/36095774/t/OK/v1/w1440/r1.7778/-/01--yx6zi5wikfv7axs2048jpeg---271d01f5799660c1.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Küstenschutzmaßnahmen bewahren auf Sylt Häuser und Menschen vor Sturmfluten und deren Folgen. Besonders bei steigendem Meeresspiegel hängt die Zu… [+4392 chars]",,Steigender Meeresspiegel: Sand und Deiche sichern Häuser auf Sylt vor Sturmflut-Folgen. Küstenschutzmaßnahmen bewahren auf Sylt Häuser und Menschen vor Sturmfluten und deren Folgen. Besonders bei steigendem Meeresspiegel hängt die Zukunft der Insel am Küstenschutz.,"Rising sea levels: Sand and dikes protect houses on Sylt from the effects of storm surges. Coastal protection measures protect houses and people on Sylt from storm surges and their consequences. The future of the island depends on coastal protection, especially as sea levels rise.","Gradus maris orientem: Arena et fossata tutantur domos in Sylt ab effectibus fluctuum tempestatum. Tutelae maritimae mensurae domos et homines in Sylta protegunt a tempestatibus exundationibus et earum consequentiis. Futura insulae praesidio maritimo pendet, praesertim cum gradus maris oriuntur.",2025-10-23 18:43:44+00:00
b1155e0ebc1e6d6c39c64ff7db33b1ea,2025-10-05T05:05:01Z,'Sturmflut Pegel',www.faz.net,de,0.8,Unwetter in Deutschland: Unfälle durch Wind und Regen – Sturmflut erwartet,Im Südschwarzwald sind zwei Menschen durch einen umstürzenden Baum verletzt worden. Norddeutschland muss sich gegen hohe Pegelstände wappnen.,https://www.faz.net/aktuell/gesellschaft/unfaelle-durch-wind-und-regen-sturmflut-erwartet-accg-110717078.html,https://media0.faz.net/ppmedia/w1200/aktuell/gesellschaft/4117218507/1.10717080/facebook_teaser/im-hafen-von-petkum-einem.jpg.webp,,Schon vor der erwarteten Sturmflut an der Nordseeküste haben starker Wind und Regen in Teilen Deutschlands Bäume entwurzelt und Unfälle verursacht. Besonders betroffen waren Baden-Württemberg und Hes… [+1565 chars],,Unwetter in Deutschland: Unfälle durch Wind und Regen – Sturmflut erwartet. Im Südschwarzwald sind zwei Menschen durch einen umstürzenden Baum verletzt worden. Norddeutschland muss sich gegen hohe Pegelstände wappnen.,Storms in Germany: Accidents caused by wind and rain – storm surge expected. Two people were injured by a falling tree in the southern Black Forest. Northern Germany has to arm itself against high water levels.,Tempestates in Germania: Accidentia ventorum et pluviarum causantur - tempestas impetus expectatur. Duo homines in arbore Nigra Silva meridionali laesa sunt. Germania septentrionalis se armare habet contra altas aquarum gradus.,2025-10-23 18:43:44+00:00
48f206abbc441212d0a43c1463cc3502,2025-10-02T10:22:10Z,'Sturmflut',www.zeit.de,de,0.9,Hochwasser erwartet: Leichte Sturmflut droht – Ausfälle bei Inselfähren möglich,Hier finden Sie Informationen zu dem Thema „Hochwasser erwartet“. Lesen Sie jetzt „Leichte Sturmflut droht – Ausfälle bei Inselfähren möglich“.,https://www.zeit.de/news/2025-10/02/leichte-sturmflut-droht-ausfaelle-bei-inselfaehren-moeglich,https://img.zeit.de/news/2025-10/02/leichte-sturmflut-droht-ausfaelle-bei-inselfaehren-moeglich-image-group/wide__1300x731,,Wegen eines erwarteten Herbststurmes und höherer Wasserstände an der Küste müssen sich Urlauber und Insulaner an diesem Wochenende auf mögliche Einschränkungen im Fährverkehr einstellen. Die Insel La… [+1997 chars],,Hochwasser erwartet: Leichte Sturmflut droht – Ausfälle bei Inselfähren möglich. Hier finden Sie Informationen zu dem Thema „Hochwasser erwartet“. Lesen Sie jetzt „Leichte Sturmflut droht – Ausfälle bei Inselfähren möglich“.,Floods expected: Mild storm surge threatens – cancellations of island ferries possible. Here you will find information on the topic of “floods expected”. Now read “Slight storm surge threatens – cancellations of island ferries possible”.,"Flumina exspectantur: tempestas lenis impetus minatur - cancellations insulae ferries potest. Hic informationes invenies in argumento ""fluminum exspectatorum"". Nunc legitur ""Surgis impetus levis - cancellations insulae ferries possibilia sunt"".",2025-10-23 18:43:44+00:00
c5f7eef233c2de93de3648290a26af16,2025-10-02T10:22:10Z,'Sturmflut Hochwasser',www.stern.de,de,0.9,Hochwasser erwartet: Leichte Sturmflut droht – Ausfälle bei Inselfähren möglich,Ausgerechnet am langen Feiertagswochenende wird an der niedersächsischen Küste ein Herbststurm erwartet. Das könnte Folgen für den Fährverkehr haben – worauf Ausflügler sich nun einstellen sollten.,https://www.stern.de/gesellschaft/regional/niedersachsen-bremen/hochwasser-erwartet--leichte-sturmflut-droht---ausfaelle-bei-inselfaehren-moeglich-36100660.html,https://image.stern.de/36100662/t/YZ/v1/w1440/r1.7778/-/02--jyberii4knv8axs2048jpeg---a70c8715b2b6f5b8.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ausgerechnet am langen Feiertagswochenende wird an der niedersächsischen Küste ein Herbststurm erwartet. Das könnte Folgen für den Fährverkehr ha… [+2208 chars]",,Hochwasser erwartet: Leichte Sturmflut droht – Ausfälle bei Inselfähren möglich. Ausgerechnet am langen Feiertagswochenende wird an der niedersächsischen Küste ein Herbststurm erwartet. Das könnte Folgen für den Fährverkehr haben – worauf Ausflügler sich nun einstellen sollten.,Floods expected: Mild storm surge threatens – cancellations of island ferries possible. An autumn storm is expected on the Lower Saxony coast on the long holiday weekend of all days. This could have consequences for ferry traffic - which excursionists should now prepare for.,Flumina exspectantur: tempestas lenis impetus minatur - cancellations insulae ferries potest. Tempestas autumnalis exspectatur in ora maritima Saxoniae longa feriarum omnium dierum auctor. Hoc consequi potuit mercaturae vadaticia - quae excursiones nunc praeparant.,2025-10-23 18:43:44+00:00
15c3e0b86359065d528ae3839f3b2dc7,2025-10-04T08:14:25Z,'Sturmflut Hochwasser',www.zeit.de,de,0.9,Wetter: Experten rechnen mit leichten Sturmfluten an der Küste,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Experten rechnen mit leichten Sturmfluten an der Küste“.,https://www.zeit.de/news/2025-10/04/experten-rechnen-mit-leichten-sturmfluten-an-der-kueste,https://img.zeit.de/news/2025-10/04/experten-rechnen-mit-leichten-sturmfluten-an-der-kueste-image-group/wide__1300x731,,"Die Sturmfluten am Wochenende an der Nordseeküste sollen etwas schwächer ausfallen als bisher erwartet. Der Niedersächsische Landesbetrieb für Wasserwirtschaft, Küsten- und Naturschutz (NLWKN) warnt … [+998 chars]",,Wetter: Experten rechnen mit leichten Sturmfluten an der Küste. Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Experten rechnen mit leichten Sturmfluten an der Küste“.,Weather: Experts expect light storm surges on the coast. Here you will find information on the topic of “weather”. Now read “Experts expect light storm surges on the coast”.,"Weather: experti expecto leves aestus maris procellae. Hic informationes invenies in argumento ""tempestatis"". Nunc legitur ""Expectant periti leves aestus maritimi procellae"".",2025-10-23 18:43:44+00:00
031f3173b7bd257aaba5fbc0c02b2d77,2025-10-04T08:14:25Z,'Sturmflut Nordsee',www.stern.de,de,0.9,Wetter: Experten rechnen mit leichten Sturmfluten an der Küste,Norderney (lni) - Die Sturmfluten am Wochenende an der Nordseeküste sollen etwas schwächer ausfallen als bisher erwartet. Der Niedersächsische,https://www.stern.de/gesellschaft/regional/niedersachsen-bremen/wetter--experten-rechnen-mit-leichten-sturmfluten-an-der-kueste-36104588.html,https://image.stern.de/36104590/t/Mu/v1/w1440/r1.7778/-/04--4kjulyvgoyv13axs2048jpeg---6537ace9e8b6e64d.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Orkanartige Böen sorgen an der Nordsee für windiges Wetter. Laut den aktuellen Prognosen soll es jedoch nur leichte Überschwemmungen geben.
Die … [+1153 chars]",,Wetter: Experten rechnen mit leichten Sturmfluten an der Küste. Norderney (lni) - Die Sturmfluten am Wochenende an der Nordseeküste sollen etwas schwächer ausfallen als bisher erwartet. Der Niedersächsische,Weather: Experts expect light storm surges on the coast. Norderney (lni) - The storm surges on the North Sea coast at the weekend are expected to be somewhat weaker than previously expected. The Lower Saxony,Weather: experti expecto leves aestus maris procellae. Norderney (lni) - Procella orta in oram maritimam Septentrionalium in auctoribus paulo infirmior expectatur quam ante expectatur. Saxonia Inferior,2025-10-23 18:43:44+00:00
90ebdde86f6a1784625a9a184186c2c3,2025-10-05T11:28:39Z,'Sturmflut Verletzte',www.bild.de,de,0.9,"Sturmflut, Nebel, Verletzte - Orkantief Detlef fegt über Deutschland!","Orkantief „Detlef“ bringt stürmisches Wetter, Regen und Nebel. Harz und Nordseeinseln betroffen. In Bayern fällt der erste Schnee",https://www.bild.de/news/orkantief-detlef-fegt-ueber-deutschland-sturmflut-und-schneeflocken-68e2106c89973cba61e81cd9,"https://images.bild.de/68e2106c89973cba61e81cd9/ff997bf102d5778e98b01861689ab8ba,30660f0e?w=1280",,"Windiger Herbst statt goldener Oktober! Orkantief Detlef hat am Wochenende große Teile des Landes fest im Griff mit Regen, Nebel und Sturmböen. Vom Brocken bis zum Schwarzwald fegt der Wind mit volle… [+4356 chars]",,"Sturmflut, Nebel, Verletzte - Orkantief Detlef fegt über Deutschland!. Orkantief „Detlef“ bringt stürmisches Wetter, Regen und Nebel. Harz und Nordseeinseln betroffen. In Bayern fällt der erste Schnee","Storm surge, fog, injuries - Hurricane Detlef is sweeping across Germany! Hurricane “Detlef” brings stormy weather, rain and fog. Harz and North Sea islands affected. The first snow is falling in Bavaria","Tempestas impetus, nebula, iniuriae - Turbo Detlef trans Germaniam verrit! Procellae ""Detlef"" tempestatibus tempestatibus, pluviae et nebulae affert. Hercyniae et insulae maris septentrionalis afficiuntur. Prima nix cadit in Bavaria",2025-10-23 18:43:44+00:00
10048e4128c0b90330f93f90cda589cb,2025-10-05T13:38:00Z,'Sturmflut Verletzte',www.tagesspiegel.de,de,0.9,Wetter: Sturmtief fegt über Deutschland – Verletzte und Fährausfälle,Starke Winde und Sturmfluten: Feuerwehren müssen immer wieder ausrücken. Es gibt sogar Verletzte. Ein Überblick.,https://www.tagesspiegel.de/gesellschaft/panorama/wetter-sturmtief-fegt-uber-deutschland--verletzte-und-fahrausfalle-14475668.html,https://www.tagesspiegel.de/images/14475665/alternates/BASE_16_9_W1400/1759671480000/sturmflut-an-der-nordsee-insel-sylt.jpeg,,Ein Sturmtief ist über Deutschland hinweggefegt und hat in mehreren Bundesländern Schäden angerichtet. Mindestens zwei Menschen wurden verletzt. An der Nordseeküste gab es am Sonntag eine Sturmflut; … [+4522 chars],,Wetter: Sturmtief fegt über Deutschland – Verletzte und Fährausfälle. Starke Winde und Sturmfluten: Feuerwehren müssen immer wieder ausrücken. Es gibt sogar Verletzte. Ein Überblick.,Weather: Storm sweeps over Germany – injuries and ferry cancellations. Strong winds and storm surges: Fire departments have to be deployed again and again. There are even injuries. An overview.,Tempestas: Tempestas per Germaniam - iniurias et cancellations porttitor. Venti vehementissimi et procellae exsurgunt: Dicasteria incendia iterum atque iterum explicanda sunt. Sunt etiam iniuriae. Meditatio.,2025-10-23 18:43:44+00:00
254972179426b759ea6681eb9f58a2d1,2025-10-24T04:11:48Z,'Sturmflut',www.tagesspiegel.de,de,0.9,Sturmtief „Joshua“: „Joshua“ pustet übers Land - Sturmflut im Norden erwartet,"Wind, Regen und Kälte: Sturmtief „Joshua“ zieht über Deutschland, es kommt zu zahlreichen Einsätzen von Feuerwehr und Polizei. Im Laufe des Tages könnte sich die Lage im Norden noch zuspitzen.",https://www.tagesspiegel.de/gesellschaft/panorama/sturmtief-joshua-joshua-pustet-ubers-land-sturmflut-im-norden-erwartet-14646734.html,https://www.tagesspiegel.de/images/14651027/alternates/BASE_16_9_W1400/1761303418000/sturmtief-joshua-schleswig-holstein.jpeg,,"Umgestürzte Bäume, zeitweise gesperrte Bahnstrecken und eine abgebrochene Maibaumspitze: Herbststurm Joshua hat in Deutschland in der Nacht und am Morgen für zahlreiche Einsätze von Polizei und Feuer… [+3749 chars]",,"Sturmtief „Joshua“: „Joshua“ pustet übers Land - Sturmflut im Norden erwartet. Wind, Regen und Kälte: Sturmtief „Joshua“ zieht über Deutschland, es kommt zu zahlreichen Einsätzen von Feuerwehr und Polizei. Im Laufe des Tages könnte sich die Lage im Norden noch zuspitzen.","Storm “Joshua”: “Joshua” blows across the country - storm surge expected in the north. Wind, rain and cold: Storm “Joshua” is moving across Germany, leading to numerous fire and police operations. The situation in the north could worsen as the day progresses.","Tempestas ""Joshua"": ""Joshua"" spirat per regionem - tempestas impetus in septentrione expectatur. Ventus, pluvia et frigus: Tempestas “Joshua” trans Germaniam movetur, ducens ad multas operationes ignis et vigiles. Status in septentrione potest peior fieri sicut dies progreditur.",2025-10-23 18:43:44+00:00
601f24b7b61099ca999958f39c2e9484,2025-10-24T08:35:44Z,'Sturmflut Sandsäcke',www.welt.de,de,0.9,Elbe schwappt am späten Nachmittag auf den Fischmarkt,Ein Sturmtief sorgt am Freitag für eine besondere Wetterlage im Norden. In Hamburg und an der Nordseeküste steigen die Pegel deutlich über das mittlere Hochwasser – der Fischmarkt könnte schon am frühen Abend überflutet werden.,https://www.welt.de/regionales/hamburg/article68fb30c059e2e0975070a229/sturmflut-warnung-elbe-schwappt-am-spaeten-nachmittag-auf-den-fischmarkt.html,https://images.welt.de/68fb30c059e2e0975070a229/e7631f2c235cc4fdde7b141877d97c0b-master/ci16x9-w1200/dpa-com-20090101-251024-935-911102-jpg,,"Ein stürmischer Freitag erwartet Hamburg und die Nordseeküste: Das Tief Joshua hat sich über der Nordsee festgesetzt und bringt kräftigen Wind, Regen und eine Sturmflut mit sich. In der Elbe und an d… [+1624 chars]",,Elbe schwappt am späten Nachmittag auf den Fischmarkt. Ein Sturmtief sorgt am Freitag für eine besondere Wetterlage im Norden. In Hamburg und an der Nordseeküste steigen die Pegel deutlich über das mittlere Hochwasser – der Fischmarkt könnte schon am frühen Abend überflutet werden.,"The Elbe spills over into the fish market in the late afternoon. A storm will cause special weather conditions in the north on Friday. In Hamburg and on the North Sea coast, the levels are rising well above the mean high water - the fish market could be flooded in the early evening.","Albis in forum piscarium in sero post meridiem redundat. Tempestas tempestatum in septentrione die Veneris speciales causabit. In Hamburgo et in ora maritima septentrionali, gradus bene ascendunt supra medium altum aquam - forum piscarium primo vespere inundari potuit.",2025-10-23 18:43:44+00:00
